medidor,kwh_a,delta_kwh_a,kvah_a,delta_kvah_a,tensao_a,corrente_a,kwh_b,delta_kwh_b,kvah_b,delta_kvah_b,tensao_b,corrente_b,kwh_c,delta_kwh_c,kvah_c,delta_kvah_c,tensao_c,corrente_c,temperatura,conexao_wifi,conexao_ethernet,cartao_sd,rtc,data,criado_em
Med. 2 de consumo em rede trifasica (Need),0.41657,4e-05,0.47548,7e-05,224.93,0.32,0.59558,0.00012,0.80531,0.00023,224.26,1.05,0.22483,4e-05,0.32039,7e-05,224.43,0.34,,True,False,False,True,2020-04-21 14:45:04+00:00,2020-04-21 14:46:04.915652+00:00
Med. 2 de consumo em rede trifasica (Need),0.41653,3e-05,0.47541,7e-05,225.19,0.32,0.59546,0.00011,0.80508,0.00019,224.07,1.13,0.22479,4e-05,0.32032,7e-05,224.3,0.33,,True,False,False,True,2020-04-21 14:42:30+00:00,2020-04-21 14:43:28.145251+00:00
Med. 2 de consumo em rede trifasica (Need),0.4165,4e-05,0.47534,7e-05,224.53,0.32,0.59535,0.00012,0.80489,0.00024,224.83,1.09,0.22475,4e-05,0.32025,7e-05,223.81,0.32,,True,False,False,True,2020-04-21 14:39:56+00:00,2020-04-21 14:40:59.056778+00:00
Med. 2 de consumo em rede trifasica (Need),0.41646,3e-05,0.47527,7e-05,224.22,0.32,0.59523,0.00011,0.80465,0.00021,225.03,1.14,0.22471,4e-05,0.32018,7e-05,223.99,0.32,,True,False,False,True,2020-04-21 14:37:23+00:00,2020-04-21 14:38:20.587902+00:00
Med. 2 de consumo em rede trifasica (Need),0.41643,4e-05,0.4752,7e-05,224.21,0.32,0.59512,0.0001,0.80444,0.00019,224.99,1.11,0.22467,4e-05,0.32011,7e-05,223.6,0.32,,True,False,False,True,2020-04-21 14:34:50+00:00,2020-04-21 14:35:48.053192+00:00
Med. 2 de consumo em rede trifasica (Need),0.41639,3e-05,0.47513,7e-05,224.62,0.32,0.59502,0.0001,0.80425,0.0002,224.53,1.07,0.22463,4e-05,0.32004,7e-05,223.94,0.32,,True,False,False,True,2020-04-21 14:32:19+00:00,2020-04-21 14:33:20.349961+00:00
Med. 2 de consumo em rede trifasica (Need),0.41636,3e-05,0.47506,7e-05,224.29,0.32,0.59492,8e-05,0.80405,0.00015,224.53,1.06,0.22459,4e-05,0.31997,7e-05,224.11,0.32,,True,False,False,True,2020-04-21 14:29:49+00:00,2020-04-21 14:30:49.708644+00:00
Med. 2 de consumo em rede trifasica (Need),0.41633,4e-05,0.47499,7e-05,224.23,0.32,0.59484,0.00011,0.8039,0.00021,224.99,1.09,0.22455,4e-05,0.3199,7e-05,223.64,0.48,,True,False,False,True,2020-04-21 14:24:44+00:00,2020-04-21 14:25:46.327772+00:00
Med. 2 de consumo em rede trifasica (Need),0.41629,5e-05,0.47492,9e-05,224.13,0.32,0.59473,0.00014,0.80369,0.00027,225.16,1.22,0.22451,0.00017,0.31983,0.00025,223.44,0.84,,True,False,False,True,2020-04-21 14:22:12+00:00,2020-04-21 14:23:10.087952+00:00
Med. 2 de consumo em rede trifasica (Need),0.41624,3e-05,0.47483,7e-05,223.06,0.32,0.59459,0.00014,0.80342,0.00027,225.3,1.21,0.22434,0.00013,0.31958,0.00019,224.08,0.85,,True,False,False,True,2020-04-21 14:19:38+00:00,2020-04-21 14:20:38.608032+00:00
Med. 2 de consumo em rede trifasica (Need),0.41621,4e-05,0.47476,7e-05,223.94,0.32,0.59445,0.00015,0.80315,0.00027,224.66,1.23,0.22421,0.00013,0.31939,0.00018,223.84,0.85,,True,False,False,True,2020-04-21 14:17:07+00:00,2020-04-21 14:18:08.890405+00:00
Med. 2 de consumo em rede trifasica (Need),0.41617,4e-05,0.47469,7e-05,224.79,0.32,0.5943,0.0001,0.80288,0.00021,224.9,1.07,0.22408,0.00013,0.31921,0.00019,222.9,0.84,,True,False,False,True,2020-04-21 14:14:37+00:00,2020-04-21 14:15:35.041438+00:00
Med. 2 de consumo em rede trifasica (Need),0.41613,4e-05,0.47462,7e-05,225.27,0.33,0.5942,0.00011,0.80267,0.00021,224.95,1.11,0.22395,0.00012,0.31902,0.00018,222.57,0.88,,False,False,False,True,2020-04-21 14:12:06+00:00,2020-04-21 14:13:07.119119+00:00
Med. 2 de consumo em rede trifasica (Need),0.41609,3e-05,0.47455,7e-05,224.78,0.32,0.59409,0.00011,0.80246,0.00035,224.8,1.09,0.22383,0.00012,0.31884,0.00018,223.69,0.85,,True,False,False,True,2020-04-21 14:07:04+00:00,2020-04-21 14:08:05.209442+00:00
Med. 2 de consumo em rede trifasica (Need),0.41606,3e-05,0.47448,7e-05,224.28,0.32,0.59398,0.0001,0.80211,0.00022,225.16,1.07,0.22371,0.00013,0.31866,0.00019,223.62,0.84,,True,False,False,True,2020-04-21 14:04:34+00:00,2020-04-21 14:05:34.476346+00:00
Med. 2 de consumo em rede trifasica (Need),0.41603,4e-05,0.47441,7e-05,224.58,0.32,0.59388,0.00012,0.80189,0.00022,224.96,1.06,0.22358,0.00012,0.31847,0.00018,223.64,0.85,,True,False,False,True,2020-04-21 14:02:01+00:00,2020-04-21 14:03:02.203310+00:00
Med. 2 de consumo em rede trifasica (Need),0.41599,4e-05,0.47434,7e-05,224.15,0.32,0.59376,0.00012,0.80167,0.00033,224.99,1.18,0.22346,0.00013,0.31829,0.00018,223.69,0.84,,True,False,False,True,2020-04-21 13:59:31+00:00,2020-04-21 14:00:29.370465+00:00
Med. 2 de consumo em rede trifasica (Need),0.41595,4e-05,0.47427,7e-05,224.26,0.32,0.59364,0.00011,0.80134,0.00021,224.67,1.06,0.22333,0.00013,0.31811,0.00019,223.86,0.84,,True,False,False,True,2020-04-21 13:57:00+00:00,2020-04-21 13:57:58.620046+00:00
Med. 2 de consumo em rede trifasica (Need),0.41591,4e-05,0.4742,7e-05,223.93,0.32,0.59353,0.00011,0.80113,0.00022,224.12,1.05,0.2232,0.00012,0.31792,0.00018,224.05,0.85,,True,False,False,True,2020-04-21 13:54:30+00:00,2020-04-21 13:55:28.228116+00:00
Med. 2 de consumo em rede trifasica (Need),0.41587,3e-05,0.47413,7e-05,223.74,0.32,0.59342,0.00011,0.80091,0.00023,224.75,1.13,0.22308,0.00013,0.31774,0.00018,223.89,0.84,,True,False,False,True,2020-04-21 13:51:56+00:00,2020-04-21 13:52:54.545264+00:00
Med. 2 de consumo em rede trifasica (Need),0.41584,4e-05,0.47406,7e-05,224.17,0.32,0.59331,0.00012,0.80068,0.00022,224.68,1.02,0.22295,0.00013,0.31756,0.0002,224.21,0.85,,True,False,False,True,2020-04-21 13:49:24+00:00,2020-04-21 13:50:21.931291+00:00
Med. 2 de consumo em rede trifasica (Need),0.4158,4e-05,0.47399,7e-05,224.22,0.32,0.59319,0.00014,0.80046,0.00025,224.72,1.12,0.22282,0.00013,0.31736,0.00018,224.15,0.85,,True,False,False,True,2020-04-21 13:46:53+00:00,2020-04-21 13:47:53.994022+00:00
Med. 2 de consumo em rede trifasica (Need),0.41576,4e-05,0.47392,7e-05,224.25,0.32,0.59305,0.00011,0.80021,0.0002,224.96,1.07,0.22269,0.00013,0.31718,0.00018,224.18,0.85,,True,False,False,True,2020-04-21 13:44:23+00:00,2020-04-21 13:45:23.971504+00:00
Med. 2 de consumo em rede trifasica (Need),0.41572,4e-05,0.47385,7e-05,224.63,0.32,0.59294,0.00012,0.80001,0.00023,224.95,1.13,0.22256,0.00013,0.317,0.00019,223.85,0.85,,True,False,False,True,2020-04-21 13:41:52+00:00,2020-04-21 13:42:53.242180+00:00
Med. 2 de consumo em rede trifasica (Need),0.41568,4e-05,0.47378,7e-05,224.53,0.32,0.59282,0.00011,0.79978,0.00021,225.26,1.06,0.22243,0.00013,0.31681,0.00018,223.43,0.84,,True,False,False,True,2020-04-21 13:39:22+00:00,2020-04-21 13:40:22.824891+00:00
Med. 2 de consumo em rede trifasica (Need),0.41564,5e-05,0.47371,9e-05,224.75,0.32,0.59271,0.00014,0.79957,0.00027,224.64,1.02,0.2223,0.00017,0.31663,0.00025,223.42,0.85,,True,False,False,True,2020-04-21 13:36:49+00:00,2020-04-21 13:37:49.819456+00:00
Med. 2 de consumo em rede trifasica (Need),0.41559,4e-05,0.47362,7e-05,225.05,0.32,0.59257,0.00013,0.7993,0.00024,224.38,1.12,0.22213,0.00013,0.31638,0.00019,223.74,0.85,,True,False,False,True,2020-04-21 13:34:15+00:00,2020-04-21 13:35:16.151927+00:00
Med. 2 de consumo em rede trifasica (Need),0.41555,4e-05,0.47355,7e-05,224.81,0.32,0.59244,0.00011,0.79906,0.00021,224.57,1.17,0.222,0.00013,0.31619,0.00018,223.46,0.85,,True,False,False,True,2020-04-21 13:31:45+00:00,2020-04-21 13:32:45.384359+00:00
Med. 2 de consumo em rede trifasica (Need),0.41551,4e-05,0.47348,7e-05,224.53,0.32,0.59233,0.00013,0.79885,0.00025,224.57,1.11,0.22187,0.00013,0.31601,0.00019,223.54,0.85,,True,False,False,True,2020-04-21 13:29:11+00:00,2020-04-21 13:30:11.871171+00:00
Med. 2 de consumo em rede trifasica (Need),0.41547,4e-05,0.47341,7e-05,224.37,0.32,0.5922,8e-05,0.7986,0.00015,224.31,1.11,0.22174,0.00013,0.31582,0.00019,224.04,0.86,,True,False,False,True,2020-04-21 13:26:37+00:00,2020-04-21 13:27:37.868281+00:00
Med. 2 de consumo em rede trifasica (Need),0.41543,3e-05,0.47334,7e-05,224.67,0.32,0.59212,0.00012,0.79845,0.00046,223.84,1.15,0.22161,0.00013,0.31563,0.00019,224.15,0.78,,True,False,False,True,2020-04-21 13:24:03+00:00,2020-04-21 13:25:05.404905+00:00
Med. 2 de consumo em rede trifasica (Need),0.4154,3e-05,0.47327,7e-05,224.13,0.32,0.592,0.00012,0.79799,0.00034,224.97,1.1,0.22148,4e-05,0.31544,7e-05,224.22,0.32,,True,False,False,True,2020-04-21 13:21:31+00:00,2020-04-21 13:22:33.855026+00:00
Med. 2 de consumo em rede trifasica (Need),0.41537,4e-05,0.4732,7e-05,224.1,0.32,0.59188,0.0001,0.79765,0.00019,225.22,1.11,0.22144,4e-05,0.31537,6e-05,224.34,0.32,,True,False,False,True,2020-04-21 13:18:57+00:00,2020-04-21 13:19:57.918054+00:00
Med. 2 de consumo em rede trifasica (Need),0.41533,4e-05,0.47313,7e-05,224.6,0.32,0.59178,0.00013,0.79746,0.00024,224.82,1.08,0.2214,4e-05,0.31531,7e-05,224.47,0.31,,True,False,False,True,2020-04-21 13:16:24+00:00,2020-04-21 13:17:24.373318+00:00
Med. 2 de consumo em rede trifasica (Need),0.41529,3e-05,0.47306,7e-05,224.38,0.32,0.59165,0.00011,0.79722,0.00022,225.58,1.09,0.22136,4e-05,0.31524,7e-05,224.55,0.31,,True,False,False,True,2020-04-21 13:13:50+00:00,2020-04-21 13:14:51.022109+00:00
Med. 2 de consumo em rede trifasica (Need),0.41526,3e-05,0.47299,7e-05,224.71,0.32,0.59154,0.0001,0.797,0.00029,225.51,1.07,0.22132,4e-05,0.31517,7e-05,224.38,0.31,,True,False,False,True,2020-04-21 13:11:16+00:00,2020-04-21 13:12:14.717028+00:00
Med. 2 de consumo em rede trifasica (Need),0.41523,4e-05,0.47292,7e-05,224.73,0.32,0.59144,0.0001,0.79671,0.00026,225.36,1.12,0.22128,4e-05,0.3151,7e-05,224.41,0.32,,True,False,False,True,2020-04-21 13:08:47+00:00,2020-04-21 13:09:47.562927+00:00
Med. 2 de consumo em rede trifasica (Need),0.41519,4e-05,0.47285,7e-05,224.99,0.32,0.59134,0.00013,0.79645,0.00026,225.18,1.09,0.22124,4e-05,0.31503,7e-05,223.52,0.36,,True,False,False,True,2020-04-21 13:06:13+00:00,2020-04-21 13:07:11.584369+00:00
Med. 2 de consumo em rede trifasica (Need),0.41515,4e-05,0.47278,7e-05,224.87,0.32,0.59121,0.00011,0.79619,0.00022,225.19,1.08,0.2212,4e-05,0.31496,7e-05,223.46,0.34,,True,False,False,True,2020-04-21 13:03:42+00:00,2020-04-21 13:04:45.899569+00:00
Med. 2 de consumo em rede trifasica (Need),0.41511,3e-05,0.47271,7e-05,224.53,0.32,0.5911,0.00011,0.79597,0.00021,225.13,1.14,0.22116,4e-05,0.31489,7e-05,224.3,0.31,,True,False,False,True,2020-04-21 13:01:09+00:00,2020-04-21 13:02:10.045840+00:00
Med. 2 de consumo em rede trifasica (Need),0.41508,4e-05,0.47264,7e-05,224.05,0.32,0.59099,8e-05,0.79576,0.00016,225.2,1.09,0.22112,4e-05,0.31482,7e-05,224.2,0.32,,True,False,False,True,2020-04-21 12:58:35+00:00,2020-04-21 12:59:36.022335+00:00
Med. 2 de consumo em rede trifasica (Need),0.41504,4e-05,0.47257,7e-05,224.07,0.32,0.59091,0.00013,0.7956,0.00026,225.47,1.06,0.22108,4e-05,0.31475,7e-05,223.44,0.32,,True,False,False,True,2020-04-21 12:56:04+00:00,2020-04-21 12:57:05.277363+00:00
Med. 2 de consumo em rede trifasica (Need),0.415,3e-05,0.4725,7e-05,223.95,0.32,0.59078,0.00012,0.79534,0.00035,225.48,1.14,0.22104,4e-05,0.31468,7e-05,223.73,0.33,,True,False,False,True,2020-04-21 12:53:32+00:00,2020-04-21 12:54:30.057405+00:00
Med. 2 de consumo em rede trifasica (Need),0.41497,3e-05,0.47243,7e-05,224.18,0.32,0.59066,0.00016,0.79499,0.00028,224.88,1.29,0.221,4e-05,0.31461,7e-05,223.59,0.32,,True,False,False,True,2020-04-21 12:50:58+00:00,2020-04-21 12:51:56.266105+00:00
Med. 2 de consumo em rede trifasica (Need),0.41494,4e-05,0.47236,7e-05,224.54,0.32,0.5905,0.00015,0.79471,0.00033,224.63,1.43,0.22096,4e-05,0.31454,7e-05,224.04,0.32,,True,False,False,True,2020-04-21 12:48:24+00:00,2020-04-21 12:49:22.405182+00:00
Med. 2 de consumo em rede trifasica (Need),0.4149,4e-05,0.47229,7e-05,224.61,0.32,0.59035,0.00016,0.79438,0.00026,224.66,1.18,0.22092,4e-05,0.31447,7e-05,224.38,0.33,,True,False,False,True,2020-04-21 12:45:50+00:00,2020-04-21 12:46:51.345135+00:00
Med. 2 de consumo em rede trifasica (Need),0.41486,5e-05,0.47222,9e-05,224.23,0.32,0.59019,0.00015,0.79412,0.00028,224.89,1.13,0.22088,6e-05,0.3144,0.0001,224.28,0.32,,True,False,False,True,2020-04-21 12:40:45+00:00,2020-04-21 12:41:43.124249+00:00
Med. 2 de consumo em rede trifasica (Need),0.41481,3e-05,0.47213,7e-05,224.09,0.32,0.59004,9e-05,0.79384,0.00026,224.82,1.11,0.22082,4e-05,0.3143,7e-05,224.01,0.34,,True,False,False,True,2020-04-21 12:38:14+00:00,2020-04-21 12:39:12.669990+00:00
Med. 2 de consumo em rede trifasica (Need),0.41478,3e-05,0.47206,7e-05,223.06,0.32,0.58995,0.00013,0.79358,0.00024,225.12,1.15,0.22078,4e-05,0.31423,7e-05,224.3,0.32,,True,False,False,True,2020-04-21 12:35:40+00:00,2020-04-21 12:36:38.892715+00:00
Med. 2 de consumo em rede trifasica (Need),0.41475,3e-05,0.47199,7e-05,223.51,0.32,0.58982,0.00011,0.79334,0.00021,224.86,1.1,0.22074,4e-05,0.31416,7e-05,224.4,0.33,,True,False,False,True,2020-04-21 12:33:10+00:00,2020-04-21 12:34:08.609432+00:00
Med. 2 de consumo em rede trifasica (Need),0.41472,4e-05,0.47192,7e-05,224.1,0.32,0.58971,0.00011,0.79313,0.00022,224.5,1.17,0.2207,4e-05,0.31409,7e-05,224.17,0.32,,True,False,False,True,2020-04-21 12:30:39+00:00,2020-04-21 12:31:38.075826+00:00
Med. 2 de consumo em rede trifasica (Need),0.41468,3e-05,0.47185,7e-05,223.78,0.32,0.5896,0.00012,0.79291,0.00031,224.71,1.15,0.22066,4e-05,0.31402,7e-05,224.37,0.32,,True,False,False,True,2020-04-21 12:28:09+00:00,2020-04-21 12:29:07.277200+00:00
Med. 2 de consumo em rede trifasica (Need),0.41465,3e-05,0.47178,7e-05,223.25,0.32,0.58948,0.00011,0.7926,0.00022,224.37,1.06,0.22062,4e-05,0.31395,7e-05,224.78,0.32,,True,False,False,True,2020-04-21 12:25:36+00:00,2020-04-21 12:26:37.133413+00:00
Med. 2 de consumo em rede trifasica (Need),0.41462,4e-05,0.47171,7e-05,223.53,0.32,0.58937,0.00011,0.79238,0.00025,223.51,1.1,0.22058,4e-05,0.31388,7e-05,224.6,0.33,,True,False,False,True,2020-04-21 12:23:06+00:00,2020-04-21 12:24:04.111463+00:00
Med. 2 de consumo em rede trifasica (Need),0.41458,3e-05,0.47164,7e-05,223.63,0.32,0.58926,0.00012,0.79213,0.00024,224.54,1.09,0.22054,4e-05,0.31381,7e-05,224.3,0.32,,True,False,False,True,2020-04-21 12:20:35+00:00,2020-04-21 12:21:33.388225+00:00
Med. 2 de consumo em rede trifasica (Need),0.41455,3e-05,0.47157,7e-05,223.84,0.32,0.58914,0.00012,0.79189,0.00027,224.52,1.09,0.2205,4e-05,0.31374,7e-05,224.03,0.31,,True,False,False,True,2020-04-21 12:18:01+00:00,2020-04-21 12:19:00.279986+00:00
Med. 2 de consumo em rede trifasica (Need),0.41452,3e-05,0.4715,7e-05,223.67,0.32,0.58902,0.00011,0.79162,0.00021,224.42,1.08,0.22046,4e-05,0.31367,7e-05,224.41,0.32,,True,False,False,True,2020-04-21 12:15:28+00:00,2020-04-21 12:16:26.087844+00:00
Med. 2 de consumo em rede trifasica (Need),0.41449,3e-05,0.47143,7e-05,223.54,0.32,0.58891,0.0001,0.79141,0.00021,224.35,1.15,0.22042,4e-05,0.3136,7e-05,224.54,0.33,,True,False,False,True,2020-04-21 12:12:55+00:00,2020-04-21 12:13:56.406421+00:00
Med. 2 de consumo em rede trifasica (Need),0.41446,4e-05,0.47136,7e-05,223.25,0.32,0.58881,0.00014,0.7912,0.0003,224.56,1.17,0.22038,4e-05,0.31353,8e-05,224.67,0.33,,True,False,False,True,2020-04-21 12:10:22+00:00,2020-04-21 12:11:20.316837+00:00
Med. 2 de consumo em rede trifasica (Need),0.41442,3e-05,0.47129,7e-05,223.43,0.32,0.58867,0.00012,0.7909,0.00033,224.24,1.17,0.22034,4e-05,0.31345,7e-05,224.38,0.33,,True,False,False,True,2020-04-21 12:07:48+00:00,2020-04-21 12:08:49.368413+00:00
Med. 2 de consumo em rede trifasica (Need),0.41439,3e-05,0.47122,7e-05,223.76,0.32,0.58855,0.00011,0.79057,0.0002,224.26,1.09,0.2203,4e-05,0.31338,7e-05,224.21,0.32,,True,False,False,True,2020-04-21 12:05:14+00:00,2020-04-21 12:06:12.998097+00:00
Med. 2 de consumo em rede trifasica (Need),0.41436,3e-05,0.47115,7e-05,223.8,0.33,0.58844,0.00014,0.79037,0.00027,223.58,1.03,0.22026,4e-05,0.31331,8e-05,224.52,0.36,,False,False,False,True,2020-04-21 12:02:41+00:00,2020-04-21 12:03:39.108048+00:00
Med. 2 de consumo em rede trifasica (Need),0.41433,4e-05,0.47108,7e-05,223.59,0.32,0.5883,0.00011,0.7901,0.00021,224.17,1.12,0.22022,4e-05,0.31323,7e-05,223.86,0.32,,True,False,False,True,2020-04-21 11:57:38+00:00,2020-04-21 11:58:36.914557+00:00
Med. 2 de consumo em rede trifasica (Need),0.41429,3e-05,0.47101,7e-05,223.49,0.32,0.58819,0.00011,0.78989,0.00021,224.67,1.05,0.22018,4e-05,0.31316,7e-05,224.13,0.33,,True,False,False,True,2020-04-21 11:55:08+00:00,2020-04-21 11:56:06.369975+00:00
Med. 2 de consumo em rede trifasica (Need),0.41426,3e-05,0.47094,7e-05,223.69,0.32,0.58808,0.00011,0.78968,0.00022,224.7,1.14,0.22014,4e-05,0.31309,7e-05,223.79,0.32,,True,False,False,True,2020-04-21 11:52:38+00:00,2020-04-21 11:53:35.946484+00:00
Med. 2 de consumo em rede trifasica (Need),0.41423,5e-05,0.47087,9e-05,223.68,0.32,0.58797,0.00018,0.78946,0.00037,224.73,1.29,0.2201,6e-05,0.31302,0.0001,223.44,0.32,,True,False,False,True,2020-04-21 11:50:05+00:00,2020-04-21 11:51:03.494503+00:00
Med. 2 de consumo em rede trifasica (Need),0.41418,4e-05,0.47078,7e-05,223.92,0.32,0.58779,0.00017,0.78909,0.00033,223.84,1.38,0.22004,4e-05,0.31292,6e-05,223.56,0.3,,True,False,False,True,2020-04-21 11:47:35+00:00,2020-04-21 11:48:32.958095+00:00
Med. 2 de consumo em rede trifasica (Need),0.41414,3e-05,0.47071,7e-05,223.8,0.32,0.58762,0.00011,0.78876,0.00021,223.94,1.21,0.22,4e-05,0.31286,7e-05,223.31,0.31,,True,False,False,True,2020-04-21 11:45:04+00:00,2020-04-21 11:46:02.608614+00:00
Med. 2 de consumo em rede trifasica (Need),0.41411,3e-05,0.47064,7e-05,223.98,0.32,0.58751,0.00013,0.78855,0.00026,224.71,1.24,0.21996,4e-05,0.31279,7e-05,222.48,0.31,,True,False,False,True,2020-04-21 11:42:30+00:00,2020-04-21 11:43:28.733946+00:00
Med. 2 de consumo em rede trifasica (Need),0.41408,4e-05,0.47057,7e-05,223.65,0.32,0.58738,0.00011,0.78829,0.00021,224.87,1.13,0.21992,4e-05,0.31272,7e-05,222.65,0.31,,True,False,False,True,2020-04-21 11:39:57+00:00,2020-04-21 11:40:55.203199+00:00
Med. 2 de consumo em rede trifasica (Need),0.41404,4e-05,0.4705,7e-05,223.52,0.32,0.58727,0.00011,0.78808,0.00073,224.68,1.18,0.21988,4e-05,0.31265,7e-05,222.86,0.31,,True,False,False,True,2020-04-21 11:37:23+00:00,2020-04-21 11:38:21.384776+00:00
Med. 2 de consumo em rede trifasica (Need),0.414,3e-05,0.47043,7e-05,223.54,0.32,0.58716,0.00012,0.78735,0.00023,224.66,1.1,0.21984,4e-05,0.31258,7e-05,222.62,0.3,,True,False,False,True,2020-04-21 11:34:50+00:00,2020-04-21 11:35:49.017844+00:00
Med. 2 de consumo em rede trifasica (Need),0.41397,4e-05,0.47036,7e-05,223.53,0.32,0.58704,0.00011,0.78712,0.0002,224.7,1.09,0.2198,4e-05,0.31251,6e-05,222.81,0.3,,True,False,False,True,2020-04-21 11:32:17+00:00,2020-04-21 11:33:15.005211+00:00
Med. 2 de consumo em rede trifasica (Need),0.41393,3e-05,0.47029,7e-05,223.6,0.32,0.58693,9e-05,0.78692,0.00032,224.34,1.08,0.21976,4e-05,0.31245,8e-05,223.55,0.3,,True,False,False,True,2020-04-21 11:29:46+00:00,2020-04-21 11:30:44.600771+00:00
Med. 2 de consumo em rede trifasica (Need),0.4139,4e-05,0.47022,7e-05,223.49,0.32,0.58684,0.00012,0.7866,0.00024,224.02,1.16,0.21972,4e-05,0.31237,7e-05,223.46,0.32,,True,False,False,True,2020-04-21 11:27:16+00:00,2020-04-21 11:28:14.241181+00:00
Med. 2 de consumo em rede trifasica (Need),0.41386,3e-05,0.47015,7e-05,223.3,0.32,0.58672,0.00013,0.78636,0.00026,224.18,1.13,0.21968,4e-05,0.3123,7e-05,223.53,0.31,,True,False,False,True,2020-04-21 11:24:45+00:00,2020-04-21 11:25:43.822215+00:00
Med. 2 de consumo em rede trifasica (Need),0.41383,3e-05,0.47008,7e-05,223.43,0.32,0.58659,0.00011,0.7861,0.00022,223.78,1.11,0.21964,4e-05,0.31223,7e-05,224.11,0.32,,True,False,False,True,2020-04-21 11:22:12+00:00,2020-04-21 11:23:11.457997+00:00
Med. 2 de consumo em rede trifasica (Need),0.4138,3e-05,0.47001,7e-05,223.49,0.32,0.58648,0.00011,0.78588,0.00021,223.9,1.08,0.2196,4e-05,0.31216,7e-05,223.7,0.31,,True,False,False,True,2020-04-21 11:19:42+00:00,2020-04-21 11:20:40.407421+00:00
Med. 2 de consumo em rede trifasica (Need),0.41377,3e-05,0.46994,7e-05,223.58,0.32,0.58637,0.00011,0.78567,0.00021,224.37,1.17,0.21956,4e-05,0.31209,7e-05,223.39,0.31,,True,False,False,True,2020-04-21 11:17:11+00:00,2020-04-21 11:18:12.165918+00:00
Med. 2 de consumo em rede trifasica (Need),0.41374,3e-05,0.46987,7e-05,223.52,0.32,0.58626,0.00011,0.78546,0.0002,224.37,1.11,0.21952,4e-05,0.31202,6e-05,223.67,0.31,,True,False,False,True,2020-04-21 11:14:41+00:00,2020-04-21 11:15:39.612374+00:00
Med. 2 de consumo em rede trifasica (Need),0.41371,3e-05,0.4698,7e-05,223.61,0.32,0.58615,0.00012,0.78526,0.00023,224.45,1.25,0.21948,4e-05,0.31196,6e-05,223.44,0.3,,True,False,False,True,2020-04-21 11:12:10+00:00,2020-04-21 11:13:08.836096+00:00
Med. 2 de consumo em rede trifasica (Need),0.41368,5e-05,0.46973,9e-05,223.39,0.32,0.58603,0.00015,0.78503,0.0003,224.45,1.12,0.21944,5e-05,0.3119,9e-05,223.77,0.31,,True,False,False,True,2020-04-21 11:09:37+00:00,2020-04-21 11:10:35.900375+00:00
Med. 2 de consumo em rede trifasica (Need),0.41363,3e-05,0.46964,7e-05,223.4,0.32,0.58588,0.00013,0.78473,0.00026,224.43,1.26,0.21939,4e-05,0.31181,7e-05,223.64,0.31,,True,False,False,True,2020-04-21 11:07:03+00:00,2020-04-21 11:08:01.809910+00:00
Med. 2 de consumo em rede trifasica (Need),0.4136,3e-05,0.46957,7e-05,223.64,0.32,0.58575,0.00011,0.78447,0.00024,224.36,1.09,0.21935,4e-05,0.31174,7e-05,223.53,0.31,,True,False,False,True,2020-04-21 11:04:33+00:00,2020-04-21 11:05:31.395614+00:00
Med. 2 de consumo em rede trifasica (Need),0.41357,4e-05,0.4695,7e-05,223.01,0.32,0.58564,9e-05,0.78423,0.00027,224.84,1.04,0.21931,4e-05,0.31167,6e-05,224.11,0.3,,True,False,False,True,2020-04-21 11:02:02+00:00,2020-04-21 11:03:00.952955+00:00
Med. 2 de consumo em rede trifasica (Need),0.41353,3e-05,0.46943,7e-05,223.43,0.32,0.58555,0.00013,0.78396,0.00027,224.51,1.19,0.21927,4e-05,0.31161,6e-05,224.14,0.3,,True,False,False,True,2020-04-21 10:57:00+00:00,2020-04-21 10:58:01.911210+00:00
Med. 2 de consumo em rede trifasica (Need),0.4135,4e-05,0.46936,7e-05,223.71,0.32,0.58542,0.00016,0.78369,0.00032,224.9,1.38,0.21923,4e-05,0.31155,7e-05,224.01,0.31,,True,False,False,True,2020-04-21 10:54:26+00:00,2020-04-21 10:55:24.890858+00:00
Med. 2 de consumo em rede trifasica (Need),0.41346,3e-05,0.46929,7e-05,223.68,0.32,0.58526,0.00016,0.78337,0.00026,224.76,1.32,0.21919,4e-05,0.31148,7e-05,224.18,0.3,,True,False,False,True,2020-04-21 10:51:56+00:00,2020-04-21 10:52:55.383898+00:00
Med. 2 de consumo em rede trifasica (Need),0.41343,4e-05,0.46922,7e-05,223.69,0.32,0.5851,0.00016,0.78311,0.00026,224.58,1.36,0.21915,4e-05,0.31141,7e-05,224.51,0.3,,True,False,False,True,2020-04-21 10:49:25+00:00,2020-04-21 10:50:23.865884+00:00
Med. 2 de consumo em rede trifasica (Need),0.41339,4e-05,0.46915,7e-05,223.67,0.32,0.58494,0.00018,0.78285,0.00043,224.46,1.38,0.21911,4e-05,0.31134,7e-05,224.35,0.3,,True,False,False,True,2020-04-21 10:46:55+00:00,2020-04-21 10:47:56.003793+00:00
Med. 2 de consumo em rede trifasica (Need),0.41335,4e-05,0.46908,7e-05,224.3,0.32,0.58476,0.00017,0.78242,0.0003,224.58,1.3,0.21907,4e-05,0.31127,6e-05,224.3,0.3,,True,False,False,True,2020-04-21 10:44:24+00:00,2020-04-21 10:45:25.856296+00:00
